t_sim,ok,rtt_ms,t_us,t_loc_us,heap,vpv,ipv,vref
0.0005,1,58.38039999798639,10,1588,182356,19.804061998551262,3.7323586992834774,16.1
0.059500000000000046,1,49.077799998485716,1,637,182288,17.05149542904597,4.871771351288125,17.1
0.10900000000000008,1,64.76509999993141,9,1563,182308,17.66193565406333,4.793181801890258,18.1
0.17450000000000013,1,53.22679999881075,0,638,182012,18.7472033106194,4.472216573389506,17.1
0.22800000000000017,1,47.901800000545336,10,1557,182364,17.73429681300677,4.78034816851381,16.1
0.2765000000000002,1,60.882300000230316,10,1556,182352,17.078777226537834,4.869181764723155,17.1
0.33800000000000024,1,86.98809999987134,10,1680,182352,17.689927884444426,4.788323563592508,18.1
0.4255000000000003,1,56.876200000260724,10,1619,182364,18.730953191447146,4.47963043471018,17.1
0.4830000000000004,1,44.57890000048792,10,1563,182364,17.736470888947164,4.779948519444433,16.1
0.5279999999999972,1,59.6981999988202,9,1529,182364,17.066323742988242,4.87037262496787,17.1
0.5879999999999906,1,43.217700000241166,9,1588,182364,17.670226755133477,4.791756547279476,18.1
0.6314999999999859,1,49.84080000212998,9,1619,182364,18.739032367142524,4.4759569203846254,17.1
0.6819999999999803,1,57.23720000241883,9,1561,182364,17.74145125585157,4.77902983903459,16.1
0.739499999999974,1,54.981299999781186,10,910,182364,17.06632374296789,4.8703726249698045,17.1
0.7949999999999678,1,44.176399998832494,9,1625,182364,17.67483150854206,4.7909600162834405,18.1
0.8394999999999629,1,55.3092000009201,10,1563,182364,18.739032367130303,4.4759569203902005,17.1
0.8954999999999568,1,53.1940000000759,10,1600,182364,17.736865516661297,4.779875887151597,16.1
0.9489999999999509,1,48.19629999838071,10,1603,182312,17.066323743385308,4.870372624930137,17.1
0.9974999999999455,1,54.226200001721736,10,1547,182372,17.685540118297972,4.789093829438759,18.1
1.0519999999999397,1,56.19490000026417,10,1667,182312,18.739032367134616,4.475956920388234,17.1
1.1084999999999334,1,44.51420000259532,10,1558,182356,17.707435904371664,4.785217269791895,16.1
1.1534999999999285,1,51.67550000260235,10,1685,182364,17.066323742925032,4.870372624973877,17.1
1.2054999999999227,1,45.33119999905466,9,1663,182364,17.67022675511375,4.791756547282882,18.1
1.2514999999999177,1,57.430299999396084,10,1627,182364,18.73903236714816,4.475956920382054,17.1
1.3094999999999113,1,55.43979999856674,10,1629,182364,17.69825686402563,4.786852389345614,16.1
1.3654999999999051,1,53.05260000022827,10,1582,182364,17.066323743288507,4.8703726249393355,17.1
1.4189999999998992,1,78.33279999977094,9,1562,182308,17.67483150874263,4.790960016248668,18.1
1.4979999999998905,1,271.27220000329544,10,1644,182360,18.739032367136307,4.475956920387462,17.1
1.7699999999998606,1,46.254400000179885,9,1630,182364,17.736865516261116,4.779875887225265,16.1
1.8169999999998554,1,64.37759999971604,10,1685,182352,17.066323743279103,4.87037262494023,17.1
1.8819999999998482,1,42.54159999982221,10,1625,182364,17.681682238853963,4.78976837443063,18.1
1.9249999999998435,1,59.93550000130199,10,1599,182324,18.739032367135405,4.4759569203878735,17.1
1.9854999999998368,1,64.13489999977173,10,1551,182364,17.937961937484353,2.7852195822759995,18.1
2.049999999999852,1,49.63519999728305,10,1556,182364,18.010607301051444,1.91518828469486,17.1
2.0999999999998686,1,64.03800000043702,9,1634,182364,17.956732228896772,1.9175987965852384,18.1
2.16449999999989,1,61.28720000197063,9,1584,182312,18.01795765905218,1.9148492407494975,19.1
2.226499999999911,1,53.15340000015567,10,1604,182312,19.28321432977371,1.7969570956466856,20.1
2.2799999999999288,1,49.61159999947995,10,1582,182364,20.339241098435522,1.5020418631935668,19.1
2.3299999999999454,1,47.45140000159154,10,1652,182364,19.358776247773203,1.7841320307407227,18.1
2.3779999999999615,1,56.27929999900516,9,1521,182372,18.67835015507105,1.8714839763013429,17.1
2.4349999999999805,1,56.70040000040899,10,1685,182364,17.9604181108744,1.9174379789885179,18.1
2.4919999999999995,1,47.09109999748762,10,1625,182364,18.013902057198592,1.9150366180939118,19.1
2.5395000000000154,1,47.27249999996275,10,1617,182364,19.284164148341425,1.7968016617804357,20.1
2.5875000000000314,1,53.193499999906635,10,1556,182364,20.340387490670373,1.5015475067962338,19.1
2.6410000000000493,1,44.083900000259746,9,1627,182364,19.35759642961528,1.7843395936035582,18.1
2.685500000000064,1,44.99319999740692,10,1556,182364,18.66900536488904,1.872319484418784,17.1
2.7310000000000794,1,60.80239999937476,10,1663,182328,17.960250951979216,1.9174452850536348,18.1
2.7925000000001,1,58.46209999799612,9,1541,182312,18.021616066249628,1.914679561848462,19.1
2.8515000000001196,1,62.92179999945802,10,1664,182312,19.283075999718466,1.7969797207893632,20.1
2.915000000000141,1,56.6569000002346,10,1673,182364,20.3367364182604,1.5031202934532044,19.1
2.97200000000016,1,46.772499998041894,10,1680,182364,19.35965667881921,1.7839769837978845,18.1
3.0195000000001757,1,59.60350000168546,9,1632,182364,18.67111274937277,1.8721317482394406,17.1
3.0795000000001957,1,54.33439999978873,10,1563,182364,17.957562066726858,1.9175626417367022,18.1
3.134500000000214,1,48.083800000313204,9,1558,182364,18.003915306868578,1.9154948027691658,19.1
3.1830000000002303,1,53.072200000315206,9,1588,182364,19.283504201507096,1.796909674589192,20.1
3.236500000000248,1,53.07320000065374,9,1635,182364,20.339446119370457,1.5019534874414537,19.1
3.290000000000266,1,51.792300000670366,10,1577,182364,19.361227422115117,1.78370004196621,18.1
3.3425000000002836,1,63.42619999850285,9,1541,182372,18.663838969749676,1.8727780576811308,17.1
3.406500000000305,1,56.27450000247336,10,1623,182364,17.966542319453634,1.9171694646079167,18.1
3.463500000000324,1,60.78619999971124,10,1601,182312,18.02020726733164,1.914744976170243,19.1
3.5250000000003445,1,78.30370000010589,7,1626,182320,19.277017308535267,1.797967689023435,20.1
3.604000000000371,1,50.15510000157519,0,1584,182332,20.334339596290743,1.5041501564758968,19.1
3.6545000000003878,1,70.48799999756739,9,1553,182320,19.363844491247697,1.7832376831450465,18.1
3.7255000000004115,1,52.17199999970035,9,1664,182364,18.668689451312364,1.8723475933852618,17.1
3.778000000000429,1,56.293099998583784,10,1601,182364,17.954392353337692,1.917700580624685,18.1
3.835000000000448,1,54.30809999961639,9,1575,182372,18.024499542614187,1.9145453867347837,19.1
3.8900000000004664,1,46.2775000014517,9,1664,182364,19.281663758238015,1.7972105313746927,20.1
3.937000000000482,1,47.183599999698345,10,1650,182364,20.34032393428832,1.5015749265721008,19.1
3.984500000000498,1,57.422800000495045,9,1653,182364,19.36292795793148,1.7833997408300994,18.1
4.042500000000479,1,54.727200000343146,9,1626,182364,18.67304197030192,1.8719595356660763,17.1
4.097500000000449,1,67.0687000019825,10,1667,182324,17.953964960935092,1.9177191464528944,18.1
4.165000000000411,1,55.37530000219704,1,674,182364,18.018699268175688,1.9148148946360897,19.1
4.22100000000038,1,53.807999996934086,10,1682,182364,19.283941215886628,1.7968381566697735,20.1
4.27550000000035,1,58.840400000917725,9,981,182320,20.33912588723658,1.5020915191207538,19.1
4.335000000000317,1,69.1262000000279,0,1611,182324,19.36239751633098,1.783493465676412,18.1
4.4045000000002785,1,53.71770000056131,9,1672,181856,18.659905289106245,1.8731256248766066,17.1
4.458500000000249,1,51.74460000125691,10,1557,182364,17.95154888829458,1.917823951418367,18.1
4.51050000000022,1,53.39029999959166,5,1561,182372,18.007330216614875,1.91533864334168,19.1
4.56450000000019,1,69.84169999850565,9,1563,182364,19.27786141911437,1.7978303925515315,20.1
4.635000000000151,1,59.353699998609954,1,1631,182312,20.33760155757657,1.5027480508348625,19.1
4.6950000000001175,1,63.22830000135582,10,1578,182308,19.3533979667467,1.7850762990195053,18.1
4.758500000000082,1,46.69929999727174,9,1535,182320,18.666729724148155,1.8725217647943129,17.1
4.805500000000056,1,57.15770000097109,9,1633,182364,17.9415346984776,1.918255667278009,18.1
4.863000000000024,1,59.98179999733111,9,1580,182312,18.018762971411878,1.914811943163237,19.1
4.923499999999991,1,54.33730000004289,10,1578,182364,19.288052736140326,1.7961638087705054,20.1
4.97849999999996,1,53.47990000154823,10,1606,182312,20.337908191950618,1.502616050489005,19.1
5.0324999999999305,1,57.19610000232933,9,1591,182364,19.357964876930254,1.784274798930518,18.1
5.089999999999899,1,51.49550000351155,9,1635,182364,18.674216445513427,1.8718545325210616,17.1
5.14199999999987,1,51.09259999881033,1,811,182364,17.953104698188334,1.917756492084252,18.1
5.193499999999841,1,54.23200000223005,10,1624,182364,18.006406798429488,1.91538092263372,19.1
5.247999999999811,1,80.64400000148453,9,1544,182372,19.283699644061986,1.796877693947903,20.1
5.328999999999766,1,48.310300000594,10,1683,182364,20.33470815873422,1.5039919283193455,19.1
5.377999999999739,1,43.225099998380756,9,1545,182364,19.358871493263052,1.7841152640583062,18.1
5.421499999999715,1,52.177300000039395,9,1540,182364,18.66511199956734,1.8726652829981367,17.1
5.473999999999686,1,48.4128000025521,10,1590,182364,17.949002029262246,1.9179341566280357,18.1
