dataset,n,mean_ms,std_ms,cv,min_ms,p25_ms,p50_ms,p75_ms,iqr_ms,p90_ms,p95_ms,p99_ms,max_ms,outlier_rate_iqr,mean_ci95_lo_ms,mean_ci95_hi_ms,p99_ci95_lo_ms,p99_ci95_hi_ms
wokwi_po,1000,72.59779929998149,10.234128789546666,0.14097023447306173,61.1719999997149,66.59539999918707,69.27224999890313,75.60202500098967,9.006625001802604,82.75433000126213,93.7753199993494,109.83495299909917,153.87030000056257,0.063,71.98067263996786,73.22429017246631,105.1472860000831,124.12849999964236
wokwi_pso,1000,75.93636120001975,25.213948507600247,0.3320405153624044,52.41120000027877,68.42554999957429,71.17225000001781,76.67820000096981,8.252650001395523,89.60107000057178,98.0793399995491,123.98218900054417,499.33620000047085,0.115,74.52039254001411,77.67448408750451,111.69152735051694,137.22182399942537
esp_po,996,94.72762068286234,371.3855009824343,3.920561904809075,15.105599995877128,28.532900001664526,38.01469999962137,56.80804999974498,28.275149998080455,81.0516000019561,106.19232499811913,2353.963070002243,4153.838600002928,0.06224899598393574,73.0612417145841,118.6018350679242,412.2121650019577,3418.93190000701
esp_pso,1000,116.23345670010167,448.25420106055316,3.856498927129998,16.25449999846751,30.59525000026042,42.14784999930998,58.956000004400266,28.360750004139845,82.10633999697167,101.85247999979762,3155.3157040013316,3540.289799995662,0.051,89.82518911262942,145.8176615024291,2499.4875969974214,3321.665099996608
