ok,rtt_ms,t_us,t_loc_us,heap,k,vpv,ipv,vref,vref_port
1,64.6575999999186,10,1617,182356,549,14.579987,2.934102,13.0,13.0
1,66.571199999089,10,1580,182360,550,12.856356,3.266713,14.0,14.0
1,68.16980000076,9,1618,182368,551,12.767956,1.566409,13.0,13.0
1,66.9116999997641,9,1601,182356,552,18.407779,1.975641,12.0,12.0
1,77.7206999991904,9,1490,182336,553,12.49003,3.4073,11.0,11.0
1,69.7414000005665,10,1551,182352,554,13.172001,1.211267,12.0,12.0
1,75.72140000047511,0,1609,182348,555,18.644419,2.588731,13.0,13.0
1,74.56290000118315,9,1506,182344,556,18.923801,3.976126,14.0,14.0
1,70.01350000064122,9,1584,182352,557,13.607712,1.339245,13.0,13.0
1,64.71140000030573,10,1622,182368,558,13.370858,2.978321,12.0,12.0
1,67.21500000094238,9,1514,182352,559,14.861985,4.327928,11.0,11.0
1,64.19529999948281,9,1575,182352,560,15.753927,3.218999,12.0,12.0
1,67.67770000078599,9,1601,182352,561,15.099618,4.019601,13.0,13.0
1,93.72529999927792,10,1525,182368,562,17.511518,3.743089,14.0,14.0
1,72.3918000003323,10,1542,182352,563,18.172755,2.594425,13.0,13.0
1,68.4891000000789,10,1592,182352,564,12.952687,4.271734,12.0,12.0
1,67.74620000032883,9,1542,182360,565,14.76418,3.76705,11.0,11.0
1,67.80549999893992,0,1638,182332,566,19.907727,3.807047,10.0,10.0
1,65.85610000001907,10,1600,182368,567,19.253486,1.05342,11.0,11.0
1,71.79320000068401,9,1441,182352,568,16.82974,1.389291,12.0,12.0
1,79.49320000079751,10,1652,182352,569,18.980037,4.840991,13.0,13.0
1,61.1719999997149,10,1619,182368,570,12.273229,1.533045,12.0,12.0
1,66.88910000048054,9,1535,182352,571,18.662088,3.747546,11.0,11.0
1,67.75379999999132,10,1636,182352,572,19.853262,4.026037,10.0,10.0
1,65.69380000109959,10,1617,182352,573,16.753521,3.156973,11.0,11.0
1,70.67630000165082,10,1630,182332,574,12.078939,4.135259,10.0,10.0
1,65.92219999947702,10,1636,182352,575,15.072014,1.426613,11.0,11.0
1,69.3544000005204,9,1599,182352,576,16.374678,2.479851,12.0,12.0
1,66.99699999990116,10,1551,182352,577,16.846864,1.066689,11.0,11.0
1,76.83069999984582,9,1600,182368,578,13.319809,3.159324,10.0,10.0
1,65.9403999998176,9,1569,182352,579,16.879259,1.328857,11.0,11.0
1,71.81909999962954,10,1588,182336,580,17.091023,4.364885,12.0,12.0
1,66.58729999981006,9,1603,182364,581,14.294269,3.085323,11.0,11.0
1,61.42130000080215,9,1558,182368,582,19.248954,3.811839,10.0,10.0
1,67.98179999896092,10,1602,182364,583,13.653779,4.865971,11.0,11.0
1,98.81549999954586,10,1468,182344,584,14.7366,4.29681,10.0,10.0
1,72.13729999966745,10,1533,182352,585,15.62014,4.15907,9.0,9.0
1,62.76600000092003,10,1533,182372,586,19.367381,4.610893,8.0,8.0
1,65.13469999845256,10,1552,182368,587,18.43682,2.291889,9.0,9.0
1,72.38560000041616,9,1569,182336,588,19.301037,1.613359,8.0,8.0
1,67.19540000085544,3,1583,182360,589,14.08156,3.585413,7.0,7.0
1,78.13200000055076,10,1653,182352,590,17.985449,1.201345,8.0,8.0
1,65.28770000113582,9,1533,182352,591,14.150913,2.476133,9.0,9.0
1,65.8354999995936,10,1582,182344,592,18.777972,1.007669,8.0,8.0
1,68.47689999995055,9,1629,182360,593,19.119965,2.338922,7.0,7.0
1,67.30779999998049,9,1515,182372,594,16.932588,4.743043,6.0,6.0
1,67.87110000004759,10,1582,182352,595,12.492788,3.181014,7.0,7.0
1,70.06299999920884,9,1576,182360,596,13.77774,3.80899,8.0,8.0
1,77.13340000009339,10,1554,182352,597,18.542547,1.984998,7.0,7.0
1,67.11810000160767,10,1518,182368,598,18.879157,1.709654,8.0,8.0
1,67.08559999970021,10,1521,182352,599,15.840578,1.52513,7.0,7.0
1,69.45619999896735,10,1658,182352,600,14.460134,2.496508,6.0,6.0
1,66.6985999996541,10,1580,182352,601,17.562135,2.2674,5.0,5.0
1,65.09410000035132,9,1512,182368,602,16.237243,3.605281,5.0,5.0
1,68.33539999934146,10,1610,182352,603,18.285883,2.174154,6.0,6.0
1,65.32169999991311,10,1594,182352,604,12.450796,1.948208,5.0,5.0
1,79.161199999362,9,1579,182356,605,16.367576,4.510709,5.0,5.0
1,84.85140000084357,10,1621,182352,606,17.260359,3.429115,6.0,6.0
1,119.75419999907899,10,1556,182364,607,12.254179,2.992147,5.0,5.0
1,80.79859999998007,10,1594,182368,608,14.647214,2.389666,6.0,6.0
1,71.30950000100711,10,1652,182364,609,19.675104,1.65387,5.0,5.0
1,64.72709999979998,9,1576,182368,610,12.706942,2.220357,6.0,6.0
1,77.80999999886262,10,1560,182352,611,17.141587,2.078434,7.0,7.0
1,72.52059999882476,10,1506,182328,612,17.646567,3.780367,8.0,8.0
1,69.69740000022284,9,1555,182364,613,15.505553,4.338797,9.0,9.0
1,77.12480000009236,10,1582,182368,614,14.590268,3.492775,8.0,8.0
1,67.11130000076082,10,1612,182364,615,16.320184,1.286776,9.0,9.0
1,70.38509999983944,10,1619,182368,616,14.777806,3.252554,10.0,10.0
1,77.95550000082585,9,1545,182372,617,19.80846,4.134607,11.0,11.0
1,67.36190000083297,10,1619,182368,618,15.847256,1.785882,10.0,10.0
1,69.85679999888816,10,1532,182372,619,14.1597,1.169696,11.0,11.0
1,73.5698999997112,10,1580,182368,620,16.652646,2.696921,12.0,12.0
1,76.36740000089048,10,1490,182364,621,17.268342,3.12585,13.0,13.0
1,71.74049999957788,10,1582,182368,622,15.334273,2.408104,12.0,12.0
1,80.34330000009504,9,1535,182364,623,12.324978,4.931868,11.0,11.0
1,76.93010000002687,9,1598,182368,624,12.601578,1.101864,12.0,12.0
1,70.75130000157515,9,1517,182364,625,13.722423,1.544745,13.0,13.0
1,67.17010000102164,9,1621,182368,626,18.355463,1.606519,14.0,14.0
1,67.70479999977397,10,1627,182364,627,14.719601,1.052994,13.0,13.0
1,78.09369999995397,10,1599,182368,628,19.452553,2.284162,12.0,12.0
1,102.76550000162388,10,1627,182364,629,18.743027,4.847739,11.0,11.0
1,80.59090000097058,10,1677,182328,630,17.819616,2.042967,12.0,12.0
