ok,rtt_ms,t_us,t_loc_us,heap,k,vpv,ipv,vref,vref_port
1,60.25039999803994,54.0,1009.0,181244.0,296,19.163791,2.8387,18.0,18.0
1,27.10099999967497,21.0,766.0,181180.0,297,18.040945,2.940509,17.0,17.0
1,67.1578999972553,29.0,805.0,181184.0,298,17.669618,2.268717,18.0,18.0
1,28.073400004359428,20.0,736.0,181196.0,299,19.118922,2.062832,17.0,17.0
1,55.69870000181254,55.0,1023.0,181232.0,300,12.049415,3.884663,16.0,16.0
1,41.797500001848675,39.0,936.0,181236.0,301,17.412836,3.627606,15.0,15.0
1,29.406099994957913,28.0,586.0,181176.0,302,17.49932,3.345057,16.0,16.0
1,34.367599997494835,39.0,760.0,181188.0,303,12.922232,3.676815,15.0,15.0
1,41.80040000210283,54.0,1020.0,181252.0,304,12.052788,1.731372,16.0,16.0
1,2183.803399995668,38.0,943.0,181252.0,305,15.367027,2.513478,17.0,17.0
1,29.001200004131533,29.0,835.0,181196.0,306,12.951721,2.70783,16.0,16.0
1,36.80799999710871,20.0,762.0,181180.0,307,16.988938,2.509854,15.0,15.0
1,71.7817000040668,28.0,805.0,181176.0,308,17.667996,1.923688,16.0,16.0
